연번,시도,시군구,기관명,주소,기관 대표전화,위수탁기간,시설유형구분,특화서비스,응급안전안심서비스,방문요양서비스,재가노인복지서비스,사회서비스원 소속,사회서비스형 노인일자리 파견 이용,위도,경도,주소2
436,충청남도,예산군,좋은재가노인복지센터,충청남도 예산군 예산읍 아리랑로 17 (일성빌딩) 2층,041-333-6080,2023-01-01 ~ 2024-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당,해당없음,해당없음,해당없음,36.68637779,126.831519,충청남도 예산군 예산읍 아리랑로 17  2층
437,충청남도,천안시,아우내은빛복지관,충청남도 천안시 동남구 병천면 병천2로 51,041-556-6606,2024-01-01 ~ 2028-12-31 (5년),노인여가복지시설,해당없음,해당없음,해당,해당,해당없음,해당,36.76357625,127.299548,충청남도 천안시 동남구 병천면 병천2로 51
438,충청남도,천안시,천안시노인종합복지관,충청남도 천안시 서북구 미라11길 16 천안시노인종합복지관 본관,041-571-0860,2024-01-01 ~ 2028-12-31 (5년),노인여가복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,36.80427974,127.1292871,충청남도 천안시 서북구 미라11길 16 천안시노인종합복지관 본관
439,충청남도,천안시,천안시종합사회복지관,충남 천안시 동남구 천안대로 361 (삼룡동),041-903-3611,2024-01-01 ~ 2028-12-31 (5년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당,36.78121685,127.1641799,충남 천안시 동남구 천안대로 361
440,충청남도,청양군,청양군재가노인지원센터,충청남도 청양군 정산면 천장호길 69,041-942-0777,2024-01-01 ~ 2025-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,36.41248436,126.9209682,충청남도 청양군 정산면 천장호길 69
441,충청남도,청양군,청양군사회복지관,충남 청양군 청양읍 칠갑산로 316,041-942-0788,2024-01-01 ~ 2025-12-31 (2년),사회복지관,해당없음,해당,해당없음,해당없음,해당없음,해당없음,36.44988498,126.8228852,충남 청양군 청양읍 칠갑산로 316
442,충청남도,태안군,태안노인복지관,충청남도 태안군 태안읍 후곡로 79,041-674-0215,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,36.7459652,126.3011833,충청남도 태안군 태안읍 후곡로 79
443,충청남도,태안군,안면도노인복지관,충청남도 태안군 안면읍 승언로 16,041-675-9727,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당,36.5172875,126.3442103,충청남도 태안군 안면읍 승언로 16
444,충청남도,홍성군,홍성군노인종합복지관,충청남도 홍성군 홍성읍 내포로146번길 30-11 홍성군노인종합복지관,041-631-0960,2024-01-01 ~ 2026-12-31 (3년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,36.59717912,126.6541086,충청남도 홍성군 홍성읍 내포로146번길 30-11 홍성군노인종합복지관
445,충청남도,홍성군,올리브재가노인종합지원센터,충청남도 홍성군 홍성읍 조양로 75번길 17,041-632-0935,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,36.60176155,126.6584376,충청남도 홍성군 홍성읍 조양로 75번길 17
446,충청남도,홍성군,청로노인종합복지센터,충청남도 홍성군 홍성읍 구항길 337,041-631-3959,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,36.58487655,126.6256661,충청남도 홍성군 홍성읍 구항길 337
447,충청남도,세종특별자치시,세종시사회서비스원,"세종특별자치시 한누리대로 2107 (보람동, 보람종합복지센터)",044-865-4541,2024-01-01 ~ 2026-12-31 (3년),사회서비스원,해당,해당없음,해당없음,해당없음,해당,해당없음,36.4792978,127.2925415,세종특별자치시 한누리대로 2107
448,충청남도,세종특별자치시,세종재가노인지원센터,세종특별자치시 조치원읍 장안길 97-7,044-868-6004,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당,36.59816982,127.3005262,세종특별자치시 조치원읍 장안길 97-7
449,충청남도,세종특별자치시,세종도덕노인복지센터,세종특별자치시 연서면 양대길 52,044-555-9054,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,36.5945331,127.2072378,세종특별자치시 연서면 양대길 52
450,전북특별자치도,고창군,고창군장애인복지관,전라북도 고창군 고창읍 전봉준로 88-9,063-562-3777,2023-01-01 ~ 2025-12-31 (3년),장애인복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.47169076,126.6753705,전라북도 고창군 고창읍 전봉준로 88-9
451,전북특별자치도,고창군,고창원광노인복지센터,전라북도 고창군 고창읍 천변남로 40 2층,063-562-3880,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.43443667,126.6986561,전라북도 고창군 고창읍 천변남로 40 2층
452,전북특별자치도,고창군,고창군종합사회복지관,전라북도 고창군 고창읍 전봉준로 88-15,063-560-2151,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.44474225,126.6831542,전라북도 고창군 고창읍 전봉준로 88-15
453,전북특별자치도,군산시,군산나운종합사회복지관,전라북도 군산시 문화로 36,063-462-7260,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.96980757,126.7087653,전라북도 군산시 문화로 36
454,전북특별자치도,군산시,군산종합사회복지관,전라북도 군산시 칠성로 59,063-461-6556,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당,해당없음,해당없음,해당없음,해당없음,해당없음,35.96403861,126.6786526,전라북도 군산시 칠성로 59
455,전북특별자치도,군산시,군산노인종합복지관,전라북도 군산시 둔배미길 29(중앙로2가),063-442-4227,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,35.98290245,126.71578,전라북도 군산시 둔배미길 29
456,전북특별자치도,군산시,보은재가노인통합지원센터,전라북도 군산시 임피면 임피2길 73-3,063-453-9998,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,35.98512627,126.8517452,전라북도 군산시 임피면 임피2길 73-3
457,전북특별자치도,군산시,동부재가노인통합지원센터,전라북도 군산시 서왕길 84-7,063-453-9903,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,36.01654598,126.7931047,전라북도 군산시 서왕길 84-7
458,전북특별자치도,군산시,함께하는 재가노인통합지원센터,"전라북도 군산시 두란뜸2길 3 (사정동, 금호타운2단지 상가) 205호",063-453-0884,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,35.96446131,126.7503877,전라북도 군산시 두란뜸2길 3  205호
459,전북특별자치도,김제시,김제노인복지센터,전라북도 김제시 백산면 소음방2길 19-29 김제노인복지센터,063-548-7005,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,35.84685812,126.9328607,전라북도 김제시 백산면 소음방2길 19-29 김제노인복지센터
460,전북특별자치도,김제시,김제노인종합복지관,전라북도 김제시 하동 1길 79,063-542-5550,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,35.81471495,126.893189,전라북도 김제시 하동 1길 79
461,전북특별자치도,김제시,성암노인복지센터,전라북도 김제시 입석로 142,063-545-1005,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,35.78367275,126.8738518,전라북도 김제시 입석로 142
462,전북특별자치도,남원시,남원사회복지관,"전라북도 남원시 노송로 1255-9, 남원사회복지관",063-631-5253,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당,해당없음,해당없음,해당없음,해당없음,해당,35.39624946,127.3768504,전라북도 남원시 노송로 1255-9
463,전북특별자치도,남원시,남원시노인복지관,전라북도 남원시 금동로 50 남원시노인복지관,063-625-9988,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당,35.40302022,127.3727626,전라북도 남원시 금동로 50 남원시노인복지관
464,전북특별자치도,남원시,지리산노인복지센터,전라북도 남원시 아영면 아백로 352-1,063-626-9550,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.49367993,127.6033354,전라북도 남원시 아영면 아백로 352-1
465,전북특별자치도,무주군,무주노인종합복지관,전라북도 무주군 무주읍 한풍루로 425 무주노인종합복지관,063-322-1252,2023-01-01 ~ 2027-12-31 (5년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,36.00555959,127.672371,전라북도 무주군 무주읍 한풍루로 425 무주노인종합복지관
466,전북특별자치도,부안군,부안노인복지센터,전라북도 부안군 부안읍 옹정로 152-4,063-581-1281,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.70197095,126.7465816,전라북도 부안군 부안읍 옹정로 152-4
467,전북특별자치도,부안군,부안종합사회복지관,전라북도 부안군 용암로 134,063-580-7600,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.71671515,126.7459457,전라북도 부안군 용암로 134
468,전북특별자치도,순창군,순창군청,전라북도 순창군 순창읍 순창로 127 행복누리센터 2층 독거노인지원센터,063-650-1543,2023-01-02 ~ 2025-12-31 (3년),직영(지자체),해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.36642342,127.1406567,전라북도 순창군 순창읍 순창로 127 행복누리센터 2층 독거노인지원센터
469,전북특별자치도,순창군,순창지역자활센터,전라북도 순창군 순창읍 교성2길 31,063-653-0920,2023-01-01 ~ 2024-12-31 (2년),지역자활센터,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.37262351,127.1374136,전라북도 순창군 순창읍 교성2길 31
470,전북특별자치도,완주군,완주지역자활센터,전라북도 완주군 삼례읍 별산농원길 20,063-232-1377,2020-01-01 ~ 2024-12-31 (5년),지역자활센터,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.92369802,127.092425,전라북도 완주군 삼례읍 별산농원길 20
471,전북특별자치도,완주군,용진노인복지센터,전라북도 완주군 용진읍 상운길 11-14,063-241-9111,2023-01-01 ~ 2024-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,35.88496357,127.153497,전라북도 완주군 용진읍 상운길 11-14
472,전북특별자치도,완주군,예은노인복지센터,전라북도 완주군 상관면 춘향로 4615-44,063-232-2442,2020-01-01 ~ 2024-12-31 (5년),재가노인복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.6958631,127.248786,전라북도 완주군 상관면 춘향로 4615-44
473,전북특별자치도,완주군,구이노인복지센터,전라북도 완주군 구이면 하학길 37-3,063-222-6085,2023-01-01 ~ 2024-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,35.73104316,127.1165387,전라북도 완주군 구이면 하학길 37-3
474,전북특별자치도,완주군,완주노인복지센터,전라북도 완주군 고산면 고산천로 401-6,063-261-4266,2020-01-01 ~ 2024-12-31 (5년),사회복지법인,해당없음,해당없음,해당없음,해당,해당없음,해당,35.97401093,127.1891176,전라북도 완주군 고산면 고산천로 401-6
475,전북특별자치도,익산시,원광효도마을노인복지센터,전라북도 익산시 함라면 용산로429 원광효도마을 노인복지센터,063-853-9743,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,36.05324997,126.9200347,전라북도 익산시 함라면 용산로429 원광효도마을 노인복지센터
476,전북특별자치도,익산시,북익산노인복지센터,전라북도 익산시 황등면 동연1길 33,063-855-0066,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,36.00841295,126.9418084,전라북도 익산시 황등면 동연1길 33
477,전북특별자치도,익산시,동행노인복지센터,전라북도 익산시 동서로 349(영등동),063-843-1005,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,35.95045169,126.9722134,전라북도 익산시 동서로 349
478,전북특별자치도,익산시,익산시노인종합복지관,전라북도 익산시 동서로 103,063-837-7722,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당,해당없음,해당없음,해당없음,해당,35.95376385,126.9576937,전라북도 익산시 동서로 103
