연번,시도,시군구,기관명,주소,기관 대표전화,위수탁기간,시설유형구분,특화서비스,응급안전안심서비스,방문요양서비스,재가노인복지서비스,사회서비스원 소속,사회서비스형 노인일자리 파견 이용,위도,경도
447,충청남도,세종특별자치시,세종시사회서비스원,"세종특별자치시 한누리대로 2107 (보람동, 보람종합복지센터)",044-865-4541,2024-01-01 ~ 2026-12-31 (3년),사회서비스원,해당,해당없음,해당없음,해당없음,해당,해당없음,,
448,충청남도,세종특별자치시,세종재가노인지원센터,세종특별자치시 조치원읍 장안길 97-7,044-868-6004,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당,해당없음,해당,해당없음,해당,36.59816982,127.3005262
449,충청남도,세종특별자치시,세종도덕노인복지센터,세종특별자치시 연서면 양대길 52,044-555-9054,2024-01-01 ~ 2026-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,36.5945331,127.2072378
450,전북특별자치도,고창군,고창군장애인복지관,전라북도 고창군 고창읍 전봉준로 88-9,063-562-3777,2023-01-01 ~ 2025-12-31 (3년),장애인복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.47169076,126.6753705
451,전북특별자치도,고창군,고창원광노인복지센터,전라북도 고창군 고창읍 천변남로 40 2층,063-562-3880,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.43443667,126.6986561
452,전북특별자치도,고창군,고창군종합사회복지관,전라북도 고창군 고창읍 전봉준로 88-15,063-560-2151,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.44474225,126.6831542
453,전북특별자치도,군산시,군산나운종합사회복지관,전라북도 군산시 문화로 36,063-462-7260,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.96980757,126.7087653
454,전북특별자치도,군산시,군산종합사회복지관,전라북도 군산시 칠성로 59,063-461-6556,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당,해당없음,해당없음,해당없음,해당없음,해당없음,35.96403861,126.6786526
455,전북특별자치도,군산시,군산노인종합복지관,전라북도 군산시 둔배미길 29(중앙로2가),063-442-4227,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,,
456,전북특별자치도,군산시,보은재가노인통합지원센터,전라북도 군산시 임피면 임피2길 73-3,063-453-9998,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,35.98512574,126.8517421
457,전북특별자치도,군산시,동부재가노인통합지원센터,전라북도 군산시 서왕길 84-7,063-453-9903,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,,
458,전북특별자치도,군산시,함께하는 재가노인통합지원센터,"전라북도 군산시 두란뜸2길 3 (사정동, 금호타운2단지 상가) 205호",063-453-0884,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,,
459,전북특별자치도,김제시,김제노인복지센터,전라북도 김제시 백산면 소음방2길 19-29 김제노인복지센터,063-548-7005,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당,,
460,전북특별자치도,김제시,김제노인종합복지관,전라북도 김제시 하동 1길 79,063-542-5550,2022-01-01 ~ 2024-12-31 (3년),노인여가복지시설,해당,해당없음,해당없음,해당없음,해당없음,해당없음,,
461,전북특별자치도,김제시,성암노인복지센터,전라북도 김제시 입석로 142,063-545-1005,2022-01-01 ~ 2024-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,,
462,전북특별자치도,남원시,남원사회복지관,"전라북도 남원시 노송로 1255-9, 남원사회복지관",063-631-5253,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당,해당없음,해당없음,해당없음,해당없음,해당,,
463,전북특별자치도,남원시,남원시노인복지관,전라북도 남원시 금동로 50 남원시노인복지관,063-625-9988,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당,,
464,전북특별자치도,남원시,지리산노인복지센터,전라북도 남원시 아영면 아백로 352-1,063-626-9550,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.49367993,127.6033354
465,전북특별자치도,무주군,무주노인종합복지관,전라북도 무주군 무주읍 한풍루로 425 무주노인종합복지관,063-322-1252,2023-01-01 ~ 2027-12-31 (5년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,,
466,전북특별자치도,부안군,부안노인복지센터,전라북도 부안군 부안읍 옹정로 152-4,063-581-1281,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.70197095,126.7465816
467,전북특별자치도,부안군,부안종합사회복지관,전라북도 부안군 용암로 134,063-580-7600,2023-01-01 ~ 2025-12-31 (3년),사회복지관,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.71671515,126.7459457
468,전북특별자치도,순창군,순창군청,전라북도 순창군 순창읍 순창로 127 행복누리센터 2층 독거노인지원센터,063-650-1543,2023-01-02 ~ 2025-12-31 (3년),직영(지자체),해당없음,해당,해당없음,해당없음,해당없음,해당없음,,
469,전북특별자치도,순창군,순창지역자활센터,전라북도 순창군 순창읍 교성2길 31,063-653-0920,2023-01-01 ~ 2024-12-31 (2년),지역자활센터,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,,
470,전북특별자치도,완주군,완주지역자활센터,전라북도 완주군 삼례읍 별산농원길 20,063-232-1377,2020-01-01 ~ 2024-12-31 (5년),지역자활센터,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.92369802,127.092425
471,전북특별자치도,완주군,용진노인복지센터,전라북도 완주군 용진읍 상운길 11-14,063-241-9111,2023-01-01 ~ 2024-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,35.88496357,127.153497
472,전북특별자치도,완주군,예은노인복지센터,전라북도 완주군 상관면 춘향로 4615-44,063-232-2442,2020-01-01 ~ 2024-12-31 (5년),재가노인복지시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,35.6958631,127.248786
473,전북특별자치도,완주군,구이노인복지센터,전라북도 완주군 구이면 하학길 37-3,063-222-6085,2023-01-01 ~ 2024-12-31 (2년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,,
474,전북특별자치도,완주군,완주노인복지센터,전라북도 완주군 고산면 고산천로 401-6,063-261-4266,2020-01-01 ~ 2024-12-31 (5년),사회복지법인,해당없음,해당없음,해당없음,해당,해당없음,해당,35.97401093,127.1891176
475,전북특별자치도,익산시,원광효도마을노인복지센터,전라북도 익산시 함라면 용산로429 원광효도마을 노인복지센터,063-853-9743,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
476,전북특별자치도,익산시,북익산노인복지센터,전라북도 익산시 황등면 동연1길 33,063-855-0066,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,36.00841295,126.9418084
477,전북특별자치도,익산시,동행노인복지센터,전라북도 익산시 동서로 349(영등동),063-843-1005,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,,
478,전북특별자치도,익산시,익산시노인종합복지관,전라북도 익산시 동서로 103,063-837-7722,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당,해당,해당없음,해당없음,해당없음,해당,35.95376385,126.9576937
479,전북특별자치도,익산시,임마누엘노인복지센터,전라북도 익산시 춘포로 22,063-918-7791,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,35.90280701,127.0350487
480,전북특별자치도,익산시,마한노인복지센터,전라북도 익산시 여산면 가람로334,063-832-0055,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
481,전북특별자치도,임실군,임실군노인종합복지관,전라북도 임실군 임실읍 운수로 33-46,063-644-4438,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.61400008,127.2845232
482,전북특별자치도,임실군,사랑요양원,전라북도 임실군 삼계면 충효로 1623-4,063-642-9191,2023-01-01 ~ 2025-12-31 (3년),요양시설,해당없음,해당없음,해당없음,해당없음,해당없음,해당,35.52271491,127.2840043
483,전북특별자치도,장수군,장수군노인장애인복지관,전라북도 장수군 장수읍 노하3길 16,063-784-7601,2023-01-01 ~ 2024-06-30 (2년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,,
484,전북특별자치도,전주시,노인사랑노인복지센터,전라북도 전주시 완산구 남고산성1길 25,063-226-9723,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당,35.79816739,127.1564226
485,전북특별자치도,전주시,중부노인복지센터,"전라북도 전주시 완산구 전주객사4길 23-8, 중부노인복지센터 1층",063-286-0057,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
486,전북특별자치도,전주시,이양재노인종합센터,전라북도 전주시 완산구 서학2길 33,063-282-2277,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
487,전북특별자치도,전주시,성예노인복지센터,전라북도 전주시 완산구 삼산길 74-5(삼천동3가),063-221-1312,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
488,전북특별자치도,전주시,샬롬노인복지센터,전라북도 전주시 완산구 능안자구길 53-54,063-224-8083,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.80069269,127.0844756
489,전북특별자치도,전주시,효경노인복지센터,"전라북도 전주시 완산구 호암로 82, 그린빌딩 502호",063-227-1360,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,,
490,전북특별자치도,전주시,우리노인복지센터,전라북도 전주시 덕진구 전주천서로 321,063-255-7179,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,35.8283188,127.1286454
491,전북특별자치도,전주시,즐거운집노인복지센터,전라북도 전주시 덕진구 석소로 74-5(우아동2가),063-714-3535,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
492,전북특별자치도,전주시,금암노인복지관,전라북도 전주시 덕진구 삼송5길 12,063-253-5728,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당,35.84340355,127.1373154
493,전북특별자치도,전주시,금암노인복지센터,전라북도 전주시 덕진구 금암 5길 32-5,063-253-6090,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
494,전북특별자치도,전주시,엠마오노인복지센터,"전라북도 전주시 덕진구 혁신로 650 (여의동) , 3층 엠마오노인복지센터",063-231-5333,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당,해당없음,해당없음,해당,해당없음,해당없음,,
495,전북특별자치도,전주시,여명노인복지센터,전북 전주시 완산구 배학1길 4-3 (효자동3가),063-224-5673,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
496,전북특별자치도,전주시,동일노인복지센터,"전북 전주시 완산구 모악로 4704 (평화동2가, 선덕복지재단) 2층",070-5089-2954,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당없음,해당,해당없음,해당없음,,
497,전북특별자치도,정읍시,성공회행복노인복지센터,전라북도 정읍시 정읍사로 527,063-535-0252,2023-01-01 ~ 2025-12-31 (3년),재가노인복지시설,해당없음,해당없음,해당,해당,해당없음,해당없음,35.53871221,126.8554219
498,전북특별자치도,정읍시,정읍시노인복지관,전라북도 정읍시 금붕1길 212,063-538-3607,2023-01-01 ~ 2025-12-31 (3년),노인여가복지시설,해당없음,해당,해당없음,해당없음,해당없음,해당없음,35.55230548,126.888758
